customer_id,total_revenue,avg_monthly_revenue,months_active,churned,contract,engagement_score,segment,segment_name
4751-ERMAN,5428.8,75.4,72,0,Two year,High,3,New & Unstable
4753-PADAS,7081.900000000001,105.7,67,0,One year,High,3,New & Unstable
4759-PXTAN,4725.9,80.1,59,0,One year,High,3,New & Unstable
4759-TRPLW,70.4,70.4,1,1,Month-to-month,High,1,At-Risk Loyalists
4760-THGOT,4046.2999999999997,94.1,43,0,Month-to-month,High,3,New & Unstable
4760-XOHVN,19.45,19.45,1,1,Month-to-month,Low,0,Champions
4763-PGDPO,281.6,70.4,4,1,Month-to-month,High,1,At-Risk Loyalists
4765-OXPPD,585.0,65.0,9,1,Month-to-month,Medium,1,At-Risk Loyalists
4767-HZZHQ,2461.5,82.05,30,0,Month-to-month,High,1,At-Risk Loyalists
4770-QAZXN,252.85,19.45,13,0,Month-to-month,Low,0,Champions
4770-UEZOX,149.5,74.75,2,0,Month-to-month,High,1,At-Risk Loyalists
4774-HHGGS,571.5,19.05,30,0,Two year,Low,0,Champions
4776-XSKYQ,363.0,30.25,12,0,One year,Low,0,Champions
4778-IZARL,6936.299999999999,110.1,63,0,Two year,High,3,New & Unstable
4779-ZGICK,1130.4,23.55,48,0,Two year,Low,2,Price-Sensitive
4781-ZXYGU,20.15,20.15,1,0,Month-to-month,Low,0,Champions
4782-OSFXZ,5871.7,82.7,71,0,Two year,High,3,New & Unstable
4785-FCIFB,1488.3999999999999,24.4,61,0,Two year,Low,2,Price-Sensitive
4785-NKHCX,100.25,20.05,5,0,Month-to-month,Low,0,Champions
4785-QRJHC,2755.4,59.9,46,1,One year,Medium,2,Price-Sensitive
4786-UKSNZ,20.2,20.2,1,1,Month-to-month,Low,0,Champions
4789-KWMXN,5209.95,110.85,47,1,One year,High,3,New & Unstable
4791-QRGMF,5870.5,99.5,59,1,One year,High,3,New & Unstable
4795-KTRTH,405.0,81.0,5,1,Month-to-month,High,1,At-Risk Loyalists
4795-UXVCJ,514.8000000000001,19.800000000000004,26,0,One year,Low,0,Champions
4795-WRNVT,2604.0,65.1,40,0,Month-to-month,Medium,2,Price-Sensitive
4797-AXPXK,60.0,60.0,1,1,Month-to-month,Medium,0,Champions
4797-MIWUM,141.75,20.25,7,0,Month-to-month,Low,0,Champions
4800-CZMPC,4956.0,103.25,48,1,One year,High,3,New & Unstable
4800-VHZKI,19.9,19.9,1,1,Month-to-month,Low,0,Champions
4801-JZAZL,325.6,29.6,11,0,Month-to-month,Low,0,Champions
4801-KFYKL,155.6,19.45,8,0,Month-to-month,Low,0,Champions
4803-AXVYP,3782.9,99.55,38,1,Month-to-month,High,3,New & Unstable
4803-LBYPN,707.2,20.8,34,0,Month-to-month,Low,2,Price-Sensitive
4804-NCPET,383.8,20.2,19,0,Two year,Low,0,Champions
4806-DXQCE,7955.5,113.65,70,0,Two year,High,3,New & Unstable
4806-HIPDW,68.95,68.95,1,1,Month-to-month,Medium,1,At-Risk Loyalists
4806-KEXQR,319.6,79.9,4,1,Month-to-month,High,1,At-Risk Loyalists
4807-IZYOZ,1053.1499999999999,20.65,51,0,Two year,Low,2,Price-Sensitive
4808-YNLEU,2175.25,62.15,35,0,One year,Medium,1,At-Risk Loyalists
4811-JBUVU,2697.0,89.9,30,0,Month-to-month,High,1,At-Risk Loyalists
4813-HQMGZ,722.0,90.25,8,0,Month-to-month,High,1,At-Risk Loyalists
4815-GBTCD,100.6,25.15,4,0,Month-to-month,Low,0,Champions
4815-TUMEQ,193.0,19.3,10,0,One year,Low,0,Champions
4815-YOSUK,7552.8,104.9,72,0,One year,High,3,New & Unstable
4816-JBHOV,89.4,44.7,2,1,Month-to-month,Medium,0,Champions
4816-LXZYW,1820.45,79.15,23,1,Month-to-month,High,1,At-Risk Loyalists
4816-OKWNX,5170.0,103.4,50,0,One year,High,3,New & Unstable
4817-KEQSP,1409.3500000000001,19.85,71,0,Two year,Low,2,Price-Sensitive
4817-QRJSX,810.0,81.0,10,1,Month-to-month,High,1,At-Risk Loyalists
4817-VYYWS,3006.0,100.2,30,1,Month-to-month,High,1,At-Risk Loyalists
4818-DRBQT,2324.3500000000004,80.15,29,1,Month-to-month,High,1,At-Risk Loyalists
4818-QIUFN,1583.0,79.15,20,1,Month-to-month,High,1,At-Risk Loyalists
4819-HJPIW,452.7,25.15,18,0,Month-to-month,Low,0,Champions
4821-SJHJV,2867.2,89.6,32,0,Month-to-month,High,1,At-Risk Loyalists
4821-WQOYN,1447.2,20.1,72,0,Two year,Low,2,Price-Sensitive
4822-LPTYJ,7470.0,103.75,72,0,Two year,High,3,New & Unstable
4822-NGOCH,1097.8500000000001,84.45000000000002,13,1,Month-to-month,High,1,At-Risk Loyalists
4822-RVYBB,804.8,100.6,8,1,Month-to-month,High,1,At-Risk Loyalists
4822-YCXMX,2120.0,84.8,25,1,Month-to-month,High,1,At-Risk Loyalists
4824-GUCBY,1797.4,81.7,22,0,Month-to-month,High,1,At-Risk Loyalists
4825-FUREZ,850.5,20.25,42,0,Two year,Low,2,Price-Sensitive
4825-XJGDM,2665.7000000000003,43.7,61,0,One year,Medium,2,Price-Sensitive
4826-DXMUP,2523.5,72.1,35,0,One year,High,1,At-Risk Loyalists
4826-TZEVA,2992.0,74.8,40,0,Month-to-month,High,1,At-Risk Loyalists
4826-XTSOH,86.05,86.05,1,1,Month-to-month,High,1,At-Risk Loyalists
4827-DPADN,5997.599999999999,83.3,72,0,Two year,High,3,New & Unstable
4827-LTQRJ,7299.599999999999,110.6,66,0,One year,High,3,New & Unstable
4827-USJHP,1036.0,51.8,20,0,Month-to-month,Medium,0,Champions
4828-FAZPK,1279.2,79.95,16,0,Month-to-month,High,1,At-Risk Loyalists
4829-AUOAX,4418.3,96.05,46,1,Month-to-month,High,3,New & Unstable
4829-ZLJTK,8092.8,112.4,72,0,Two year,High,3,New & Unstable
4830-FAXFM,457.90000000000003,24.1,19,0,Month-to-month,Low,0,Champions
4831-EOBFE,2744.8500000000004,94.65,29,1,Month-to-month,High,1,At-Risk Loyalists
4832-VRBMR,6704.75,103.15,65,0,One year,High,3,New & Unstable
4833-QTJNO,5617.95,83.85,67,0,Month-to-month,High,3,New & Unstable
4835-YSJMR,1942.1999999999998,49.8,39,0,Two year,Medium,2,Price-Sensitive
4836-WNFNO,1800.0,25.0,72,0,Two year,Low,2,Price-Sensitive
4837-PZTIC,1969.3,41.9,47,0,Two year,Medium,2,Price-Sensitive
4837-QUSFT,6509.75,100.15,65,0,One year,High,3,New & Unstable
4840-ORQXB,5866.0,104.75,56,0,Month-to-month,High,3,New & Unstable
4844-JJWUY,86.0,86.0,1,1,Month-to-month,High,1,At-Risk Loyalists
4846-WHAFZ,2830.5,76.5,37,1,Month-to-month,High,1,At-Risk Loyalists
4847-QNOKA,44.9,44.9,1,1,Month-to-month,Medium,0,Champions
4847-TAJYI,536.0999999999999,89.34999999999998,6,0,Month-to-month,High,1,At-Risk Loyalists
4849-PYRLQ,4102.0,73.25,56,0,Two year,High,3,New & Unstable
4851-BQDNX,3402.0,85.05,40,0,One year,High,3,New & Unstable
4853-OITSN,445.75,89.15,5,0,Month-to-month,High,1,At-Risk Loyalists
4853-RULSV,7280.0,104.0,70,1,Two year,High,3,New & Unstable
4854-CIDCF,221.54999999999998,73.85,3,0,Month-to-month,High,1,At-Risk Loyalists
4854-SSLTN,119.0,59.5,2,0,Two year,Medium,0,Champions
4855-SNKMY,44.1,44.1,1,1,Month-to-month,Medium,0,Champions
4859-ZSRDZ,3219.0,55.5,58,0,Two year,Medium,2,Price-Sensitive
4860-IJUDE,958.75,73.75,13,0,Month-to-month,High,1,At-Risk Loyalists
4860-YZGZM,200.0,20.0,10,0,Month-to-month,Low,0,Champions
4868-AADLV,7672.5,116.25,66,0,One year,High,3,New & Unstable
4869-EPIUS,4530.400000000001,80.9,56,0,One year,High,3,New & Unstable
4871-JTKJF,69.65,69.65,1,1,Month-to-month,Medium,1,At-Risk Loyalists
4872-JCVCA,3379.6,47.6,71,0,Two year,Medium,2,Price-Sensitive
4872-VXRIL,3620.4000000000005,64.65,56,0,One year,Medium,3,New & Unstable
4873-ILOLJ,2168.3999999999996,90.34999999999998,24,1,Month-to-month,High,1,At-Risk Loyalists
4877-EVATK,20.0,20.0,1,1,Month-to-month,Low,0,Champions
4877-TSOFF,4166.25,75.75,55,0,One year,High,3,New & Unstable
4878-BUNFV,869.4,20.7,42,0,Two year,Low,2,Price-Sensitive
4879-GZLFH,3870.3,92.15,42,0,Month-to-month,High,3,New & Unstable
4881-GQJTW,274.40000000000003,19.6,14,0,Month-to-month,Low,0,Champions
4881-JVQOD,345.5,34.55,10,0,Month-to-month,Low,0,Champions
4883-KCPZJ,555.5,25.25,22,0,Two year,Low,0,Champions
4883-QICIH,2232.0,69.75,32,1,Month-to-month,Medium,1,At-Risk Loyalists
4884-LEVMQ,797.55,20.45,39,0,Two year,Low,2,Price-Sensitive
4884-TVUQF,5774.099999999999,101.3,57,0,Two year,High,3,New & Unstable
4884-ZTHVF,696.8,87.1,8,0,Month-to-month,High,1,At-Risk Loyalists
4890-VMUAV,4504.5,71.5,63,0,One year,High,3,New & Unstable
4891-NLUBA,3748.4500000000003,61.45,61,0,Two year,Medium,2,Price-Sensitive
4892-VLANZ,19.8,19.8,1,1,Month-to-month,Low,0,Champions
4893-GYUJU,967.5000000000001,19.35,50,0,One year,Low,2,Price-Sensitive
4895-TMWIR,219.45,19.95,11,1,Month-to-month,Low,0,Champions
4896-CPRPF,890.75,25.45,35,0,Two year,Low,2,Price-Sensitive
4897-QSUYC,20.15,20.15,1,1,Month-to-month,Low,0,Champions
4900-MSOMT,5774.400000000001,80.2,72,0,Two year,High,3,New & Unstable
4902-OHLSK,2860.8500000000004,98.65,29,1,Month-to-month,High,1,At-Risk Loyalists
4903-CNOZC,2056.1000000000004,70.9,29,0,One year,High,1,At-Risk Loyalists
4903-UYAVB,96.75,19.35,5,1,Month-to-month,Low,0,Champions
4905-JEFDW,457.6,41.6,11,1,One year,Medium,0,Champions
4906-ZHGPK,3817.8,70.7,54,0,One year,High,3,New & Unstable
4908-XAXAY,4402.65,89.85,49,0,One year,High,3,New & Unstable
4909-JOUPP,7898.400000000001,109.7,72,0,Two year,High,3,New & Unstable
4910-AQFFX,714.15,79.35,9,1,Month-to-month,High,1,At-Risk Loyalists
4910-GMJOT,94.6,94.6,1,1,Month-to-month,High,1,At-Risk Loyalists
4911-BANWH,2683.0499999999997,86.55,31,1,Month-to-month,High,1,At-Risk Loyalists
4912-PIGUY,84.6,84.6,1,0,Month-to-month,High,1,At-Risk Loyalists
4913-EHYUI,5854.8,104.55,56,1,One year,High,3,New & Unstable
4915-BFSXL,4826.5,68.95,70,0,Two year,Medium,3,New & Unstable
4918-FYJNT,4974.75,90.45,55,0,Month-to-month,High,3,New & Unstable
4918-QLLIW,160.2,53.4,3,1,Month-to-month,Medium,0,Champions
4919-IKATY,422.5,84.5,5,1,Month-to-month,High,1,At-Risk Loyalists
4919-MOAVT,208.95000000000002,69.65,3,1,Month-to-month,Medium,1,At-Risk Loyalists
4922-CVPDX,1911.0,73.5,26,0,Two year,High,1,At-Risk Loyalists
4923-ADWXJ,1645.0,65.8,25,0,Month-to-month,Medium,1,At-Risk Loyalists
4925-LMHOK,879.0,58.6,15,1,Month-to-month,Medium,1,At-Risk Loyalists
4926-UMJZD,1525.2,49.2,31,0,Month-to-month,Medium,2,Price-Sensitive
4927-WWOOZ,182.9,91.45,2,0,Month-to-month,High,1,At-Risk Loyalists
4929-BSTRX,53.55,53.55,1,1,Month-to-month,Medium,0,Champions
4929-ROART,1012.5,56.25,18,0,Month-to-month,Medium,1,At-Risk Loyalists
4929-XIHVW,191.0,95.5,2,0,Month-to-month,High,1,At-Risk Loyalists
4931-TRZWN,935.35,71.95,13,0,Month-to-month,High,1,At-Risk Loyalists
4933-BSAIP,764.0,19.1,40,0,Two year,Low,2,Price-Sensitive
4933-IKULF,351.04999999999995,20.65,17,0,One year,Low,0,Champions
4936-YPJNK,199.0,19.9,10,0,Month-to-month,Low,0,Champions
4937-QPZPO,6093.900000000001,99.9,61,0,One year,High,3,New & Unstable
4939-KYYPY,1605.15,59.45,27,0,Month-to-month,Medium,1,At-Risk Loyalists
4940-KHCWD,2262.0,37.7,60,0,Two year,Low,2,Price-Sensitive
4942-VZZOM,4233.6,66.15,64,0,One year,Medium,3,New & Unstable
4945-RVMTE,1667.3999999999999,59.55,28,0,Month-to-month,Medium,1,At-Risk Loyalists
4946-EDSEW,211.75,19.25,11,1,Month-to-month,Low,0,Champions
4947-DSMXK,3321.8,97.7,34,0,Month-to-month,High,1,At-Risk Loyalists
4948-WBBKL,2696.4,74.9,36,0,Month-to-month,High,1,At-Risk Loyalists
4950-BDEUX,1722.0,49.2,35,0,Month-to-month,Medium,2,Price-Sensitive
4950-HKQTE,577.5,26.25,22,0,Two year,Low,0,Champions
4951-UKAAQ,355.8,88.95,4,1,Month-to-month,High,1,At-Risk Loyalists
4952-YSOGZ,343.8,85.95,4,1,Month-to-month,High,1,At-Risk Loyalists
4955-VCWBI,860.0,20.0,43,0,One year,Low,2,Price-Sensitive
4957-SREEC,1424.5,20.35,70,0,Two year,Low,2,Price-Sensitive
4957-TIALW,983.9999999999999,65.6,15,0,One year,Medium,1,At-Risk Loyalists
4957-TREIR,193.20000000000002,64.4,3,0,Month-to-month,Medium,1,At-Risk Loyalists
4958-GZWIY,340.90000000000003,48.7,7,1,Month-to-month,Medium,0,Champions
4958-XCBDQ,3549.0,101.4,35,1,Month-to-month,High,3,New & Unstable
4959-JOSRX,89.2,44.6,2,1,Month-to-month,Medium,0,Champions
4962-CHQPW,575.6500000000001,19.85,29,0,One year,Low,0,Champions
4967-WPNCF,4586.400000000001,63.70000000000001,72,0,Two year,Medium,3,New & Unstable
4971-PUYQO,2552.85,94.55,27,1,Month-to-month,High,1,At-Risk Loyalists
4973-MGTON,5992.400000000001,84.4,71,0,Two year,High,3,New & Unstable
4973-RLZVI,2239.5,74.65,30,0,One year,High,1,At-Risk Loyalists
4976-LNFVV,651.6999999999999,34.3,19,0,Month-to-month,Low,0,Champions
4979-HPRFL,1352.3999999999999,24.15,56,0,Two year,Low,2,Price-Sensitive
4980-URKXC,750.6,20.85,36,0,One year,Low,2,Price-Sensitive
4981-FLTMF,3716.4,65.2,57,0,Month-to-month,Medium,3,New & Unstable
4983-CCWMC,208.79999999999998,69.6,3,0,Month-to-month,Medium,1,At-Risk Loyalists
4983-CLMLV,5340.400000000001,102.70000000000002,52,0,Month-to-month,High,3,New & Unstable
4986-MXSFP,40.0,20.0,2,0,Month-to-month,Low,0,Champions
4987-GQWPO,426.70000000000005,25.1,17,0,Month-to-month,Low,0,Champions
4988-IQIGL,75.35,75.35,1,1,Month-to-month,High,1,At-Risk Loyalists
4989-LIXVT,6521.200000000001,95.9,68,0,Month-to-month,High,3,New & Unstable
4990-ALDGW,1182.75,20.75,57,0,Two year,Low,2,Price-Sensitive
4992-LTJNE,3981.6,55.3,72,0,Two year,Medium,2,Price-Sensitive
4993-JCRGJ,2191.7999999999997,84.29999999999998,26,0,Month-to-month,High,1,At-Risk Loyalists
4994-OBRSZ,1065.3999999999999,76.1,14,0,Two year,High,1,At-Risk Loyalists
4998-IKFSE,3013.5,100.45,30,0,Month-to-month,High,1,At-Risk Loyalists
4999-IEZLT,1943.7,29.45,66,0,One year,Low,2,Price-Sensitive
5002-GCQFH,4598.65,93.85,49,0,Month-to-month,High,3,New & Unstable
5003-OKNNK,305.25,20.35,15,0,One year,Low,0,Champions
5003-XZWWO,5978.2,84.2,71,0,Two year,High,3,New & Unstable
5006-MXVRN,807.3,20.7,39,0,Two year,Low,2,Price-Sensitive
5010-IPEAQ,3631.4,54.2,67,0,Two year,Medium,2,Price-Sensitive
5012-YSPJJ,1684.8500000000001,54.35,31,0,Month-to-month,Medium,1,At-Risk Loyalists
5013-SBUIH,5482.5,109.65,50,1,Two year,High,3,New & Unstable
5014-GSOUQ,259.34999999999997,19.949999999999996,13,0,Two year,Low,0,Champions
5014-WUQMG,4516.7,96.1,47,0,One year,High,3,New & Unstable
5016-ETTFF,295.0,29.5,10,1,Month-to-month,Low,0,Champions
5016-IBERQ,1937.75,84.25,23,0,Month-to-month,High,1,At-Risk Loyalists
5016-LIPDW,1105.8,19.4,57,0,One year,Low,2,Price-Sensitive
5018-GWURO,4793.599999999999,85.6,56,0,Month-to-month,High,3,New & Unstable
5018-HEKFO,245.0,24.5,10,0,Month-to-month,Low,0,Champions
5018-LXQQG,1989.0,66.3,30,0,Month-to-month,Medium,1,At-Risk Loyalists
5019-GQVCR,3648.5499999999997,84.85,43,0,Month-to-month,High,3,New & Unstable
5020-ZSTTY,4452.3,82.45,54,1,One year,High,3,New & Unstable
5022-JNQEQ,682.65,75.85,9,0,Month-to-month,High,1,At-Risk Loyalists
5022-KVDQT,2195.1,81.3,27,0,Month-to-month,High,1,At-Risk Loyalists
5025-GOOKI,378.0,18.9,20,0,Month-to-month,Low,0,Champions
5027-QPKTE,485.44999999999993,69.35,7,1,Month-to-month,Medium,1,At-Risk Loyalists
5027-XWQHA,268.5,44.75,6,1,Month-to-month,Medium,0,Champions
5027-YOCXN,5612.55,110.05,51,0,One year,High,3,New & Unstable
5028-GZLDO,141.4,70.7,2,1,Month-to-month,High,1,At-Risk Loyalists
5028-HTLJB,20.05,20.05,1,1,Month-to-month,Low,0,Champions
5032-MIYKT,70.7,70.7,1,0,Month-to-month,High,1,At-Risk Loyalists
5032-USPKF,3195.7999999999997,84.1,38,0,One year,High,1,At-Risk Loyalists
5035-BVCXS,834.9000000000001,75.9,11,0,Month-to-month,High,1,At-Risk Loyalists
5035-PGZXH,5980.8,106.8,56,0,One year,High,3,New & Unstable
5038-ETMLM,8182.8,113.65,72,0,Two year,High,3,New & Unstable
5039-LZRQT,262.59999999999997,20.199999999999996,13,0,One year,Low,0,Champions
5043-TRZWM,75.55,75.55,1,0,Month-to-month,High,1,At-Risk Loyalists
5044-LRQAQ,484.40000000000003,69.2,7,0,Month-to-month,Medium,1,At-Risk Loyalists
5044-XDPYX,1300.5,25.5,51,0,Two year,Low,2,Price-Sensitive
5046-NUHWD,1305.0,45.0,29,0,Month-to-month,Medium,0,Champions
5047-LHVLY,50.15,50.15,1,1,Month-to-month,Medium,0,Champions
5049-GLYVG,20.6,20.6,1,1,Month-to-month,Low,0,Champions
5049-MUBWG,1950.0,75.0,26,0,One year,High,1,At-Risk Loyalists
5052-PNLOS,316.04999999999995,105.34999999999998,3,1,Month-to-month,High,1,At-Risk Loyalists
5054-IEXZT,75.35,75.35,1,1,Month-to-month,High,1,At-Risk Loyalists
5055-BRMNE,7148.900000000001,106.7,67,0,Two year,High,3,New & Unstable
5055-MGMGF,6828.25,105.05,65,0,Month-to-month,High,3,New & Unstable
5056-FIMPT,4558.0,106.0,43,0,One year,High,3,New & Unstable
5057-LCOUI,1979.25,50.75,39,1,Month-to-month,Medium,2,Price-Sensitive
5057-RKGLH,183.15,20.35,9,0,Two year,Low,0,Champions
5060-TQUQN,2506.5,83.55,30,0,Month-to-month,High,1,At-Risk Loyalists
5061-PBXFW,1964.8,61.4,32,0,Month-to-month,Medium,1,At-Risk Loyalists
5062-CJJKH,1341.25,53.65,25,0,One year,Medium,1,At-Risk Loyalists
5063-IUOKK,256.75,19.75,13,0,Two year,Low,0,Champions
5066-GFJMM,59.699999999999996,19.9,3,0,Month-to-month,Low,0,Champions
5067-DGXLL,40.5,20.25,2,0,Month-to-month,Low,0,Champions
5067-WJEUN,3631.4,54.2,67,0,Two year,Medium,2,Price-Sensitive
5067-XJQFU,7157.7,108.45,66,0,One year,High,3,New & Unstable
5071-FBJFS,201.2,50.3,4,0,Month-to-month,Medium,0,Champions
5073-RZGBK,4002.5,80.05,50,0,One year,High,3,New & Unstable
5073-WXOYN,3048.0,50.8,60,1,Month-to-month,Medium,2,Price-Sensitive
5074-FBGHB,6697.6,104.65,64,0,One year,High,3,New & Unstable
5075-JSDKI,1442.55,24.45,59,0,Two year,Low,2,Price-Sensitive
5076-YVXCM,4253.400000000001,83.4,51,0,Month-to-month,High,3,New & Unstable
5077-DXTCG,45.3,45.3,1,1,Month-to-month,Medium,0,Champions
5081-NWSUP,649.0,64.9,10,0,One year,Medium,1,At-Risk Loyalists
5084-OOVCJ,940.95,55.35,17,0,Month-to-month,Medium,1,At-Risk Loyalists
5087-SUURX,702.9,39.05,18,1,Month-to-month,Low,0,Champions
5088-QZLRL,20.65,20.65,1,0,Month-to-month,Low,0,Champions
5089-IFSDP,6348.1,109.45,58,1,Two year,High,3,New & Unstable
5090-EMGTC,5902.95,100.05,59,0,Two year,High,3,New & Unstable
5091-HFAZW,182.3,91.15,2,0,Month-to-month,High,1,At-Risk Loyalists
5092-STPKP,1352.4,56.35,24,0,Month-to-month,Medium,1,At-Risk Loyalists
5093-FEGLU,923.55,19.65,47,0,Two year,Low,2,Price-Sensitive
5095-AESKG,274.5,91.5,3,1,Month-to-month,High,1,At-Risk Loyalists
5095-ETBRJ,3124.0,56.8,55,0,Two year,Medium,2,Price-Sensitive
5099-BAILX,4762.25,110.75,43,1,Month-to-month,High,3,New & Unstable
5103-MHMHY,45.95,45.95,1,1,Month-to-month,Medium,0,Champions
5108-ADXWO,808.5,73.5,11,1,Month-to-month,High,1,At-Risk Loyalists
5110-CHOPY,3216.0,53.6,60,0,Two year,Medium,2,Price-Sensitive
5115-GZDEL,4838.400000000001,67.2,72,0,Two year,Medium,3,New & Unstable
5115-SQAAU,1766.4,25.6,69,0,Two year,Low,2,Price-Sensitive
5117-IFGPS,2444.7,84.3,29,0,Month-to-month,High,1,At-Risk Loyalists
5117-ZSMHQ,6382.900000000001,89.9,71,0,Two year,High,3,New & Unstable
5118-MUEYH,5044.799999999999,105.09999999999998,48,0,Month-to-month,High,3,New & Unstable
5119-KEPFY,3420.0,95.0,36,0,Month-to-month,High,3,New & Unstable
5119-NZPTV,140.2,70.1,2,0,Month-to-month,High,1,At-Risk Loyalists
5120-ZBLAI,3785.0,75.7,50,0,One year,High,3,New & Unstable
5122-CYFXA,225.89999999999998,75.3,3,0,Month-to-month,High,1,At-Risk Loyalists
5124-EOGYE,633.9499999999999,20.45,31,0,Two year,Low,0,Champions
5125-CNDSP,2557.8,40.6,63,0,One year,Medium,2,Price-Sensitive
5126-RCXYW,2484.0,46.0,54,0,Two year,Medium,2,Price-Sensitive
5127-BZENZ,3651.2000000000003,65.2,56,0,One year,Medium,3,New & Unstable
5129-HHMZC,3717.35,86.45,43,0,Two year,High,3,New & Unstable
5129-JLPIS,2637.5,105.5,25,0,Month-to-month,High,1,At-Risk Loyalists
5130-IEKQT,2648.75,105.95,25,1,Month-to-month,High,1,At-Risk Loyalists
5130-YPIRV,4464.0,72.0,62,0,Two year,High,3,New & Unstable
5131-PONJI,4429.6,90.4,49,0,Month-to-month,High,3,New & Unstable
5133-POWUA,45.8,45.8,1,0,Month-to-month,Medium,0,Champions
5133-VRSAB,234.8,29.35,8,0,Month-to-month,Low,0,Champions
5134-IKDAY,69.8,69.8,1,1,Month-to-month,Medium,1,At-Risk Loyalists
5135-GRQJV,8244.0,114.5,72,0,Two year,High,3,New & Unstable
5135-RDDQL,3190.95,50.65,63,0,Two year,Medium,2,Price-Sensitive
5136-GFPMB,4827.6,89.4,54,0,Month-to-month,High,3,New & Unstable
5136-KCKGI,3422.1,103.7,33,1,One year,High,1,At-Risk Loyalists
5136-RGMZO,2202.5499999999997,71.05,31,0,Month-to-month,High,1,At-Risk Loyalists
5138-WVKYJ,985.5,98.55,10,1,Month-to-month,High,1,At-Risk Loyalists
5140-FOMCQ,6439.85,109.15,59,0,One year,High,3,New & Unstable
5141-ZUVBH,837.0,93.0,9,0,Month-to-month,High,1,At-Risk Loyalists
5143-EGQFK,296.5,29.65,10,1,Month-to-month,Low,0,Champions
5143-WMWOG,19.95,19.95,1,1,Month-to-month,Low,0,Champions
5144-PQCDZ,79.8,19.95,4,0,Month-to-month,Low,0,Champions
5144-TVGLP,3600.5,94.75,38,0,Month-to-month,High,3,New & Unstable
5146-CBVOE,1201.6,75.1,16,0,Month-to-month,High,1,At-Risk Loyalists
5146-YYFRZ,1336.6499999999999,19.95,67,0,Two year,Low,2,Price-Sensitive
5148-HKFIR,394.0,19.7,20,0,Two year,Low,0,Champions
5148-ORICT,4758.4,74.35,64,0,Two year,High,3,New & Unstable
5149-CUZUJ,2601.2000000000003,92.9,28,0,One year,High,1,At-Risk Loyalists
5149-QYTTU,6755.650000000001,95.15,71,0,One year,High,3,New & Unstable
5149-TGWDZ,2195.5499999999997,104.54999999999998,21,0,One year,High,1,At-Risk Loyalists
5150-ITWWB,284.54999999999995,94.84999999999998,3,0,Month-to-month,High,1,At-Risk Loyalists
5150-LJNSR,3039.5499999999997,98.05,31,0,One year,High,1,At-Risk Loyalists
5151-HQRDG,2036.85,55.05,37,0,Month-to-month,Medium,2,Price-Sensitive
5153-LXKDT,7493.6,110.2,68,0,Two year,High,3,New & Unstable
5153-RTHKF,2901.8999999999996,85.35,34,0,Month-to-month,High,1,At-Risk Loyalists
5154-VEKBL,526.5,58.5,9,1,Month-to-month,Medium,1,At-Risk Loyalists
5155-AZQPB,1397.2,49.9,28,0,Month-to-month,Medium,0,Champions
5156-UMKOW,88.94999999999999,29.649999999999995,3,0,Month-to-month,Low,0,Champions
5158-RIVOP,229.89999999999998,20.9,11,0,Two year,Low,0,Champions
5159-YFPKQ,151.6,75.8,2,1,Month-to-month,High,1,At-Risk Loyalists
5160-UXJED,758.2,44.6,17,0,One year,Medium,0,Champions
5161-UBZXI,7338.15,106.35,69,0,Two year,High,3,New & Unstable
5161-XEUVX,3489.1,94.3,37,0,Two year,High,3,New & Unstable
5167-GBFRE,100.8,25.2,4,1,Month-to-month,Low,0,Champions
5167-ZFFMM,90.85,90.85,1,1,Month-to-month,High,1,At-Risk Loyalists
5168-MQQCA,7812.0,108.5,72,0,One year,High,3,New & Unstable
5168-MSWXT,758.0,94.75,8,0,Month-to-month,High,1,At-Risk Loyalists
5170-PTRKA,1754.1999999999998,35.8,49,0,One year,Low,2,Price-Sensitive
5171-EPLKN,535.95,19.85,27,0,Two year,Low,0,Champions
5172-MIGPM,262.2,65.55,4,0,Month-to-month,Medium,1,At-Risk Loyalists
5172-RKOCB,7844.400000000001,108.95,72,0,Two year,High,3,New & Unstable
5173-WXOQV,128.4,64.2,2,0,Month-to-month,Medium,1,At-Risk Loyalists
5173-ZXXXL,39.9,19.95,2,0,One year,Low,0,Champions
5174-ITUMV,7061.8,105.4,67,0,One year,High,3,New & Unstable
5174-RNGBH,596.25,66.25,9,1,Month-to-month,Medium,1,At-Risk Loyalists
5175-AOBHI,184.0,46.0,4,1,Month-to-month,Medium,0,Champions
5175-WLYXL,1734.6999999999998,78.85,22,0,Month-to-month,High,1,At-Risk Loyalists
5176-LDKUH,3607.2000000000003,75.15,48,0,One year,High,3,New & Unstable
5176-LMJXE,965.85,20.55,47,0,Two year,Low,2,Price-Sensitive
5176-OLSKT,4415.400000000001,66.9,66,0,Two year,Medium,3,New & Unstable
5177-RVZNU,751.1,20.3,37,0,One year,Low,2,Price-Sensitive
5178-LMXOP,95.1,95.1,1,1,Month-to-month,High,1,At-Risk Loyalists
5180-UCIIQ,881.0999999999999,40.05,22,1,Month-to-month,Medium,0,Champions
5181-OABFK,3432.7999999999997,61.3,56,0,Two year,Medium,2,Price-Sensitive
5183-KLYEM,8118.0,112.75,72,0,Two year,High,3,New & Unstable
5183-SNMJQ,951.0,95.1,10,0,Month-to-month,High,1,At-Risk Loyalists
5186-EJEGL,625.5,69.5,9,0,Month-to-month,Medium,1,At-Risk Loyalists
